Year,Text
1973,"The expansion of EAHC ports is vital to the national economies of Kenya, Tanzania and Uganda and some landlocked neighbors (Burundi, Rwanda and Zambia) which depend heavily on foreign trade for their continuing development. Previous projects financed by the Bank have considerably increased the capacity of East African ports to handle the growing volume of traffic. But the massive diversion of Zambian traffic from southern African ports to Dar es Salaam in recent years has strained the port's capacity to handle cargo. The project will raise Dar es Salaam's capacity to handle the much greater volume of Tanzanian and Zambian traffic that is expected, especially after the Tanzam railway link between the two countries, now being constructed with aid from the People's Republic of China, is completed. It will also help modernize and expand the ports in Mombasa and Tanga."
1973,"Agricultural setbacks have seriously affected economic growth in the region over the past year. During the five years from 1966 to 1971, economic development had made significant headway. The average annual increase in Cross National Product (GNP) was 4.6% in India and nearly 6% in Indonesia. Elsewhere, notably in the Republics of China and Korea and in Singapore, economic expansion, led by a rapid rise in exports, was even faster, averaging well over 10%. Aggregate growth in the region as a whole (excluding Japan) was almost 6% per year. East Asia advanced nearly twice as rapidly as south Asia."
1973,"the sharp swings periodically experienced in primary product prices. The terms of trade of some developing countries may have deteriorated, since the prices of and demand for several of their major exports have not increased to the same extent as has been the case with their imports."
1973,"1973,	the United States announced its intention to seek legislative approval for the devaluation of the dollar—for the second time in less than two years. Subsequently, adjustments in other currencies, especially the yen and Deutsche mark, have continued to take place. While no firm evidence is available as yet, it is probable that the instability and uncertainty in exchange markets during the winter of 1972-73 had some adverse effect on world trade. There are indications that the prices of some commodities may be responding to the changes in exchange rates. But it is likely to take a rather long time for the effects of all these changes to be fully worked out; and these effects will merge with those of subsequent events."
1973,"Along with the IMF, the United Nations Conference on Trade and Development (UNCTAD) and other international organizations, the Bank"
1973,"Realignment of exchange rates alters the nominal value of the external debt. It is only in the narrow accounting sense that all debt can be shown in U.S. dollars; in fact, the debt is denominated in about 40 currencies. To find the extent of any changes in the real cost of servicing debt that have resulted from exchange rate realignments requires careful and detailed country-by-country analysis. That analysis must extend beyond nominal changes in exchange rates to encompass numerous factors like trading patterns and the probable effects of changes in the prices of traded goods not only on trade flows but on the domestic economy as well. Such analyses are part of the Bank's continuing effort to assess the problems and to advise its members."
1973,"The expansion of EAHC ports is vital to the national economies of Kenya, Tanzania and Uganda and some landlocked neighbors (Burundi, Rwanda and Zambia) which depend heavily on foreign trade for their continuing development. Previous projects financed by the Bank have considerably increased the capacity of East African ports to handle the growing volume of traffic. But the massive diversion of Zambian traffic from southern African ports to Dar es Salaam in recent years has strained the port's capacity to handle cargo. The project will raise Dar es Salaam's capacity to handle the much greater volume of Tanzanian and Zambian traffic that is expected, especially after the Tanzam railway link between the two countries, now being constructed with aid from the People's Republic of China, is completed. It will also help modernize and expand the ports in Mombasa and Tanga."
1973,"The 20 countries of Western Africa include some of the poorest nations in the world. As they move into the second decade of their independence, there is a growing desire for self-reliance and for mobilizing their own limited local resources of human skills and capital. The conviction is spreading that economic expansion by itself is not enough, and that more must be done to extend the benefits of development to larger numbers of people. These attitudes are emerging despite the formidable obstacles to progress arising from the pervasive poverty of the region. The poverty to a large extent is responsible for the fact that government revenues and domestic public savings remain limited. The latter have been severely affected over the years by the deterioration in the terms of trade, although a sharp increase in the prices of such commodities as cocoa and coffee has recently improved the trade balances of some countries in the region."
1973,"transportation projects in seven countries. Of these projects, three—two in Mali and the other in Dahomey—are particularly noteworthy. In Mali, great distances separate its key development areas from the capital, which itself is about 750 miles from Dakar, in neighboring Senegal, the principal port for Mali's foreign commerce. Two IDA credits totalling $16.2 million, approved in April, will help improve the railway and highways. The railway is the only efficient link to Dakar, carrying 60% of Mali's external trade. The road system ties the main population centers and agricultural areas of the central region, and feeds into the highway networks of Upper Volta and the Ivory Coast."
1973,"The road is part of Dahomey's principal transport link in the north for domestic trade. It is also part of the road-rail link from Niger to the port of Cotonou in Dahomey, which is the major outlet for the southwestern region of landlocked Niger."
1973,"Pakistan's industry, which was severely affected by the conflict of December 1971 and the loss of the market in Bangladesh, is showing signs of recovery, aided by a rapid increase in export earnings. With the rise of about 70% in its export earnings during the last two years, Pakistan's exports now are higher than the combined exports of West Pakistan and its former eastern wing (now Bangladesh) in any trade ^ear. Exports have provided a strong impetus to industrial growth elsewhere on the continent too, notably in the Republic of Korea and Singapore—two outstanding examples of ex-"
1973,"The Nicaraguan sub-project is only a small example, developed in response to the emergency following an earthquake, of the Bank's interest in the rehabilitation and development of industry in the region. The interest stretches back more than 20 years, and centers on the fact that industry has played a considerable role in providing employment directly and indirectly, increasing productivity, and raising the living standards of the urban labor force. While progress in industrialization has been impressive, many problems remain. Shortages of skilled labor, management, capital resources and entrepreneurship are common. In a number of countries, domestic markets are limited; so also is access to external markets. There is a need to transform protected, high-cost im-port-substitution industries into modern, more specialized and efficient export-oriented producers. In many instances, this will require a reorientation of industrial policy, including rationalization of the structure of protection policies, adequate export incentives, and measures to avoid balance of payments disequilibrium and maximize employment growth. The feasibility of policy shifts in this direction has been confirmed by the impressive achievements of several countries in diversifying their trade structure through promotion of non-iraditional exports."
1973,"Four integration groups are developing separately in Latin America. The largest and oldest is the Latin American Free Trade Association. It has focused on trade liberalization among Argentina, Bolivia, Brazil, Chile, Colombia, Ecuador, Mexico, Paraguay, Peru, Uruguay and Venezuela."
1973,"Over the past five years, the Caribbean Free Trade Association has moved rapidly toward trade liberalization among its members. The Bank plans to assess the possibilities of assisting in evolving a coordinated approach to the economic development of the region and thus gaining a better understanding of how it might help. It is also working closely with the Caribbean Development Bank so that the two institutions might expand the scope of their operations in the area."
1973,and trade among developing countries; and	•
1973,"New opportunities for stimulating exports from developing countries are receiving greater attention. For example, a staff paper on the ""Tropical Hardwood Trade in the Asia-Pacific Region"" concludes that systematic exploitation of tropical hardwood resources offers promising opportunities to foster economic development in Indonesia, Malaysia and the Philippines. Wood processing offers such countries additional advantages in that it is a labor-intensive activity providing an opportunity to industrialize remote areas on the basis of locally available resources."
1973,"The program at present consists of over 50 studies, covering a wide range of subjects. The latter include economic planning, income distribution, agriculture and rural development, trade, international finance, industry, education, labor and unemployment, urbanization, regional development, transportation, public utilities, and financial institutions."
1973,"The program includes a significant amount of research on trade and industrial policies, and on economic planning in developing countries. Studies are being made of alternative incentive systems (such as tariffs, quotas and credit preferences), industrial capacity utilization, and industrial planning. A volume on ""Multi-level Planning: Case Studies in Mexico,"" edited by Alan Manne and Louis Coreux, was published recently. Another study is intended to appraise the utility of economy-wide planning models on the basis of experience. It will consist of a series of review papers, with a common theoretical framework, covering specific planning problems in such areas as employment, trade, regionalization, and intersectoral consistency. The survey will help the Bank and its member countries in developing new approaches and techniques for country economic analysis."
1973,"INDONESIA: IDA — $5 million. To supplement a $30 million credit approved in 1970 for the construction of the PUSRI fertilizer project in South Sumatra. Because of the redesigning of the system to supply natural gas for the plant, additions to the plant, and currency realignments, the cost estimates have increased by $22.5 million to $113.3 million. The IDA credit will cover part of the increased foreign exchange costs attributable to the currency realignments. USAID and the Overseas Economic Cooperation Fund of Japan, which participated in the original financing, are also increasing their contributions."
1973,"Among national courses, a general projects course, co-sponsored by the National Development Planning Agency and the University of Indonesia, was given for Indonesian university professors. In cooperation with the German Foundation for International Development, an agricultural projects course was held for field officers of the Federal Ministry of Economic Cooperation. EDI also supported two industrial projects courses at the Center for International Studies of the University of Belgrade, and a general development course at the International Development Center of Japan. The courses in Germany and Japan were for officials and technicians associated with foreign aid programs."
1998,"Responding to the economic and financial crisis dominated the Bank’s assistance program to the East Asia and Pacific (eap) region in fiscal 1998. The Bank supported countries in their efforts to restructure their financial sectors, reform corporate governance, and provide social safely nets in the face of mounting unemployment, declining incomes and public expenditures, and rising prices for staple commodities, which primarily affect the poor. The Bank pledged some $16 billion, in addition to its regular lending program, to address the extra demands that arose from the crisis. By the end of the fiscal year, $565,000 million of this had been disbursed. Parallel to this effort, the Bank continued its regular operations, supporting clients with programs to promote economic and social reforms, reduce poverty, and build institutional capacity. In response to natural disasters, emergency assistance was extended to China, Indonesia, Papua New Guinea, and Vietnam."
1998,"Restoring investor confidence is critical and requires effective implementation of sound programs to restructure corporate debts and banking sectors. Addressing the severe credit crunch and high interest rates will be elemental for recovery and resumption of economic growth in the region. But an auspicious external environment is equally important—in particular, stronger economic recovery in Japan, maintenance of open markets by Europe and the United States, and continued efforts by China to stimulate its economy and stabilize exchange rates. These, combined with the availability of enhanced fa-"
1998,"miga supported private investment through guarantee contracts totaling $50 million in coverage for agribusiness, infrastructure and manufacturing projects in China."
1998,"In March 1998 a partnership of the Asian Development Bank, the governments of Japan and the Philippines, and the Bank’s edi organized a timely conference in Manila—the Asian Development Forum. The forum brought together local and regional experts to examine the causes and implications of the financial crisis and facilitated exchange of information and views on the crisis for the region’s government officials. Together with the Chinese authorities, the Bank organized a number of workshops to examine the implications and lessons of the East Asian crisis, which led to advances in China’s reform programs in the state banking and enterprise sectors."
1998,for China and an economic management program in Cambodia to help the region’s transitional economies build appropriate institutions.
1998,"The Bank also responded promptly to natural disasters in the region, writh four emergency operations to combat the consequences of an El Nino-induced drought in Indonesia and Papua New Guinea, an earthquake in China’s Hubei Province, and an unusually severe typhoon in Vietnam."
1998,"The East Asian financial crisis precipitated a wholesale restructuring of the composition of the Bank’s fiscal 1998 lending program: ten adjustment and/or technical assistance and emergency operations were added, while four investment loans were deferred to fiscal 1999. Strong efforts were launched to ensure timely implementation of projects and maintenance of-the portfolio quality. Improvement measures were initiated, including selective project restructuring in China, Indonesia, and Vietnam; cancellation of sluggish project components; and rebalancing of project costing in the face of shortages in counterpart funding."
1998,"10.	China, Indonesia, Republic of Korea, the Philippines, Thailand, and Vietnam."
1998,"In fiscal 1998 the Bank supported client programs to help control noncommunicable diseases by addressing their causes. A new approach to dealing with tobacco-related diseases exemplifies this innovation. Since 1991 the World Bank’s policy on tobacco has precluded its investment in tobacco agriculture or manufacturing but has promoted investment in developing ways to control tobacco use. In fiscal 1998 tobacco control programs—addressed by World Bank projects in China, Georgia, Hungary, and others—have included effective tax and pricing policies, improved information on the health consequences of tobacco use, improved regulatory approaches to trade and"
1998,"Partnerships have been strengthened with outside organizations including the International Program for the Improvement of Educational Outcomes (ipieo), the United Nations Educational, Scientific, and Cultural Organization (unesco), and unicef. The ipieo partnership with UNESCO is providing the empirical basis for education reform and policy advice for poor countries to improve education. The Bank’s Development Grant Facility (dgf) Council endorsed the first year of a multiyear program to support unicef’s education programs; in fiscal 1998 a $1.2 million grant supported small-scale innovative programs at the community and local levels to increase girls’ enrollment rates. A multi-agency partnership between the Rockefeller Foundation, the United Kingdom’s Department for International Development, and unicef is working to examine factors that hinder or facilitate the effective implementation of girls’ education projects and initiatives. And the Bank provided technical assistance to the eu to develop a grant-funded project to increase basic education enrollment rates of girls and minority groups in Gansu, China’s poorest province."
1998,"to manage and protect coral reefs. Operations to promote energy efficiency and pollution control included a household energy project in Chad and pollution abatement projects in Argentina, China, and Egypt."
1998,"Joint work was initiated with China’s State Environmental Protection Administration to develop sustainable development indicators at the provincial and city level, and with Mexico’s Ministry of Environment, Natural Resources, and Fisheries to construct program impact indicators."
1998,"By the end of June 1998, Bank management had approved 379 investment subprojects totaling $270 million of mfmp funding: of these, 51 subprojects totaling $42 million were approved in fiscal 1998. Projects approved during fiscal 1998 will phase out 15,000 tons of ozone depleting substances, bringing the cumulative phaseout of the ozone-depleting potential, accomplished with mfmp support through the Bank, to 30,000 tons. This represents about 15 percent of total cfcs consumed in all developing countries in 1994. Of special note is a $62 million program to phase out the production and consumption of halons in China (the world’s largest producer of such substances)."
1998,"In fiscal 1998 the Bank increased project finance advisory services on structuring specific transactions and enhancing creditworthiness in Brazil, China, and Turkey. It also supported and advised the governments of Colombia and the Philippines on ways to better manage their contingent liabilities and establish guarantee frameworks for infrastructure projects."
1998,"The sector strategy paper on energy and environment that was under preparation during fiscal 1998 was an IFC-World Bank effort. One outcome of the strategy will be increased attention to energy and environment issues in the cas process. China's Energy Conservation Project, approved in fiscal 1998, reflects the strategy's emphasis on making markets work effectively as a means of improving energy efficiency and reducing demand for energy—thus reducing the associated pollution that excess energy"" use causes. Under the project, innovative energy management companies have been set up to make self-sustaining energy efficiency investments through energy performance contracting, especially in industrial enterprises. Similar energy efficiency projects are being prepared in Argentina and Brazil and a number of energv-environment reviews will be undertaken with financial support from the Energy Sector Management Assistance Program."
1998,•	development of competitive wholesale energy markets in China and Russia;
1998,ibrd—$100 million; ida (ITF)—$100 million. The incomes of some 2 million poor people will be raised through development and improved environmental management of forest resources in poor areas of central and western China. Total cost: $364 million.
1998,ibrd—$250 million. Bottlenecks in power transmission infrastructure will be alleviated and the electricity trade commercialized in East China. Total cost: $888.6 million.
1998,ida—$85 million. About 45 million people in ten of China's poor provinces will benefit from improved basic health care. Total cost: $129.2 million.
1998,"The 56th meeting of the Development Committee was held in Hong Kong, China, on September 22, 1997, under the chairmanship of Driss Jettou, Minister of Finance, Commerce, Industry and Handicrafts of Morocco. Zhu Rongji, Vice Premier of China, James D. Wolfensohn, President of the World Bank, Michel Camdessus, Managing Director of the International Monetary> Fund, and Antonio Casas Gonzalez, Governor of the Central Bank of Venezuela and Chairman of the Group of Twenty-Four, addressed the plenary session. Observers from a number of international and regional organizations abo attended."
1998,"In March 1998 a partnership of the Asian Development Bank, the governments of Japan and the Philippines, and the Bank’s edi organized a timely conference in Manila—the Asian Development Forum. The forum brought together local and regional experts to examine the causes and implications of the financial crisis and facilitated exchange of information and views on the crisis for the region’s government officials. Together with the Chinese authorities, the Bank organized a number of workshops to examine the implications and lessons of the East Asian crisis, which led to advances in China’s reform programs in the state banking and enterprise sectors."
1998,"Growing evidence that the impact of development assistance is most effective in countries that pursue sound economic policies has guided the Bank to be increasingly selective in its lending. In those countries where policies are conducive to reducing poverty through growth, trade, and investment, lending has increased sig-"
1998,"For Africa to build further on its initial successes, trade and private investment must grow. Currently, 61 percent of exports are made up of agricultural products, minerals, and metals, and only 19 percent manufactures; growth remains far too low and undiversified. Long-term private capital flows to Africa have increased from $4 billion in 1996 to $8 billion in 19972 but remain a fraction of the $256 billion total flows to developing countries. Africa must attract more investment, not only from foreigners but from Africans themselves: some 37 percent of African assets are held abroad, according to estimates—higher than any other region."
1998,"In fiscal 1998 the Bank helped its African clients, such as Malawi and Mozambique, to low'er trade barriers and increase competitiveness. In some countries, trade taxes can account for up to 40 percent of fiscal revenue, and in one example of an effort to address this, the Bank and the West African Economic and Monetary Union (wae.mu) are discussing ways to meet the transitional financial costs as fiscal policies are strengthened."
1998,"For Africa to build on its successes, trade and private investment must grow. Building a skilled cadre of people will enhance Africa’s competitivenes in the global economy."
1998,"The West African Enterprise Network (waen], in which the Bank has been a partner for five years, represents some 350 businesses in West Africa. It has been successful in pushing for trade policy reform and investment between countries in the subregion. In fiscal 1998 the Bank sought support from the Development Grant Facility (dgf) to help waen achieve full independence and extend the initiative to eastern and southern Africa."
1998,"All these efforts in trade and investment are central to promoting agricultural growth, which in turn is the engine of rural development. Positive trends are emerging in Africa’s agricultural sector as a result of substantial im-"
1998,"need for regional growth in trade and investment, infrastructure development, and stronger and more efficient financial sectors."
1998,"Two conflicting developments are shaping the region’s economic outlook. First, current account balances are moving into positive territory. If sustained and combined with significant official financial support, this adjustment will help improve investor confidence, lift foreign investment, and build the basis for a recovery. Second, sharp cutbacks in investment spending—owing to the decline in foreign financing, weak banking systems, and tight monetary and fiscal policies—are countering positive trade developments and threatening the prospects for early economic recovery. Investment spending in the region before the crisis was high at 37 percent of gross domestic product (gdp), and a resumption of investment is crucial for recovery and growth. Even so,"
1998,"cilities for trade and working capital financing, could stimulate exports and support recovery. Asian countries must also avoid competitive currency devaluation to avert a new round of financial difficulties."
1998,"The $1,000 million Policy Reform Support Loan was prepared to support Indonesia's policy reforms in trade, investment, the financial sector, public finance, the social sector and the environment. To support banking and corporate reform, the operation will include measures to deal with nonperforming portfolios and insolvent banks, audit state banks to improve efficiency and capital adequacy, strengthen credit appraisal and risk management, improve bank supervision, and provide better laws governing bankruptcy, disclosure, and ownership. A $20 million technical assistance loan is helping to improve management and supervision of the banking sector."
1998,"1997.	Foreign investment in the region continued to grow, with net long-term resource flows reaching the highest level on record. Nonetheless the region still receives just 3.6 percent of net private long-term flows to developing countries, accounts for only 1 percent of world trade, and is home to roughly 40 percent of the world’s poor."
1998,"Infrastructure. The Bank supported increased public investment in South Asia’s infrastructure in fiscal 1998. For example, a loan to Nepal is helping bring down transportation costs associated with trade by establishing an inland container depot for rail transfers, upgrading depots, and streamlining trade and transit procedures."
1998,"Countries undergoing transition from protected trade to international trade, and from economies dominated by mass production and heavy industry to those organized around knowledge and services, must prepare their people for employment in a market economy. The region’s educational systems are not designed to produce workers with profiles that labor markets increasingly demand. Highly specialized and rigid vocational and higher education programs, for example, must be reoriented. Public expenditures should also be rationalized to address inefficient allocations of resources within the education sector and underfunding that has arisen with greater decentralization. In response, the Bank’s support for education reform expanded significantly in fiscal 1998, with projects in Armenia, Bosnia and Herzegovina, Hungary, Macedonia, and Romania, as well as an adaptable program loan in Turkey. Two projects in Hungary are helping reform higher and vocational education, while Bank sector work is analyzing policy options for reforming Russia’s vocational educational system. Adjustment loans in Armenia and Georgia protected expenditure in the social sectors while increasing cost effectiveness."
1998,"The East Asian financial crisis hurt the region’s economic growth and balance of payments through its effect on trade and finance. Weak East Asian growth and currencies led to lower export volumes and some loss of lac’s export share; however, the stronger trade effect arose from a fall in commodity prices and a terms of trade deterioration. Simultaneously, financial flows to lac slowed and lenders began to demand higher interest rate spreads. While the trade effects were substantial in Chile, Peru, and Venezuela, which faced reductions in the volume and price of their commodity exports, they were also significant in Colombia and Mexico. Most countries re-"
1998,"Greater reliance on the private sector as the main engine for economic growth requires appropriate legal and regulatory frameworks to protect property rights and consumer interests. The Bank is helping governments establish efficiency-enhancing laws and regulations and institutions to enforce them. This covers a range of sectors. In Venezuela an innovative project is improving the operations of the Supreme Court, which has accumulated a large backlog of cases. A learning and innovation loan to the Dominican Republic is improving environmental management by defining policy reforms and elaborating on the National Environmental Management Program. The Bank is also providing technical assistance and sector loans to improve or establish regulatory frameworks for infrastructure development. Several studies, such as the Peru Agricultural Development Strategy', are providing recommendations on laws and regulations to improve resource allocation and enhance economic growrth. The Bank also sponsored a consultative group meeting, bringing together policymakers from throughout the Caribbean to discuss policies on labor regulation, the financial sector, and trade policy."
1998,"Despite year-to-year fluctuations in growth rates, most of the countries of the region are now participating in varying degrees in the broad-based economic recovery that has increasingly characterized the regional economy during the present decade. Nevertheless, the region still suffers from persistently high levels of unemployment against a background of rapid labor force growth, along with sharp rural-urban disparities in incomes and social and physical infrastructure. Meeting these and other critical development challenges entails maximizing regional economies’ potential for securing the rapid, equitable, and sustainable economic growth on which future prosperity and socioeconomic cohesion depend. This in turn will involve promoting private sector-led growth, liberalizing trade, privatizing state-owned enterprises, and focusing on a new role for government as an effective referee and facilitator of productive economic activity rather than a direct participant in it. Support for human development, socioeconomic inclusion, and targeted poverty reduction initiatives will also be critical, along with continuing efforts to preserve fragile or limited natural resources and the region’s unique cultural heritage."
1998,"Nonlending services, which include analytical and policy work, technical assistance, training and knowledge dissemination activities, are central to the Bank’s support strategy for the mena region. Analytical work during the year included completion of a country assistance strategy (cas) for Lebanon and the Bank’s first country economic memorandum on the West Bank and Gaza, which was prepared jointly with Palestinian counterparts. Fiscal 1998 saw not only a continuation of traditional country-based analytical work focusing on key strategic issues, such as the Jordan Water Sector Review, but also substantial expansion of comprehensive regionwide analysis—including groundbreaking multidisciplinary regional studies of education sector performance, labor markets, governance issues, and investment in cultural heritage. The Economic Development Institute (edi) supported programs designed to disseminate international best practices in fields of special concern to the region, such as water and irrigation policy, microcredit financing, and grassroots management and decentralization. Technical assistance during the year ranged widely in terms of coverage and included work on telecommunications, tourism, debt management and export development in Morocco; private participation in the power and sanitation sectors in Tunisia; and tax policy, Central Bank liability management, trade efficiency, and restructuring of state-owned enterprises in Iran."
1998,"The prem network is the Bank’s focal point for relations with the International Monetary Fund (imf), the United Nations Conference on Trade"
1998,"and Development (unctad), and the World Trade Organization (wto) and is ensuring that these important partnerships are productive and mutually beneficial. Key examples of partnership activities in fiscal 1998 include the Integrated Program for Least Developed Countries and work on development goals and indicators."
1998,"Integrated Program for Least Developed Countries. The 1996 wto Ministerial Declaration called for a plan of action to improve the capacity of the least developed countries to respond to opportunities offered by the trading system. The wto suggested a special program for these countries because they are the poorest and, without such a program, the multilateral process of trade reform was likely to pass them by. The program, prepared jointly by unctad, wto, and the World Bank, was endorsed at an international conference in October 1997. It has two components:"
1998,"•	organizing an integrated program among the international financial institutions, including the World Bank, and aid agencies to provide trade-related assistance."
1998,The agencies will prepare the integrated response and a concrete plan of trade related assistance for endorsement by country consultative groups or roundtables.
1998,"In fiscal 1998 the Bank supported client programs to help control noncommunicable diseases by addressing their causes. A new approach to dealing with tobacco-related diseases exemplifies this innovation. Since 1991 the World Bank’s policy on tobacco has precluded its investment in tobacco agriculture or manufacturing but has promoted investment in developing ways to control tobacco use. In fiscal 1998 tobacco control programs—addressed by World Bank projects in China, Georgia, Hungary, and others—have included effective tax and pricing policies, improved information on the health consequences of tobacco use, improved regulatory approaches to trade and"
1998,"everywhere, including in its client countries, and works closely with other international organizations, most notably the International Labour Organization (ilo), in this area. It assists member governments to help reduce the adverse effects that shifts in trade patterns and capital flows have on workers by supporting change in labor policies as part of general economic reforms— when such a change is deemed to raise productivity and economic growth and reduce poverty. The Bank’s policy advice has focused on setting fair workers’ incomes, reducing health and safety risks, and setting standards for workers’ conditions—including the improvement of labor standards. In preparing the Republic of Korea’s structural adjustment loan, for example, the Bank engaged in a constructive dialogue with labor unions and supported a number of reforms to labor markets and social safety nets, including the expansion of labor standards to all workers; previously these were not applied to firms with fewer than five workers."
1998,"In the face of the East Asian financial crisis, Bank staff held meetings with ngos and representatives of civil society in several Asian countries to discuss and learn about the impact the region’s economic crisis was having on the poor. The Bank’s president met with a number of these groups during a visit to the region. He also met with representatives from a number of trade unions in Singapore and Washington to discuss the social consequences of the crisis, particularly on labor."
1998,"ments are no longer directly linked to procurement under adjustment loans. Thus, while appendixes 7 to 10 report on disbursements from the ibrd and ida, they do not include disbursements under adjustment loans. The information in appendix 11 reflects adjustment loan disbursements to each borrower as pro-rata shares of that borrower’s eligible imports from supplying countries using import data drawn from United Nations trade statistics."
1998,ibrd—$250 million. Bottlenecks in power transmission infrastructure will be alleviated and the electricity trade commercialized in East China. Total cost: $888.6 million.
1998,IBRD—$21 million. The state’s institutional framework for international trade management will be modernized and international trade market access will be increased. Total cost: $42.6 million. ida—$1.5 million. Funds from ida reflows will be made available to supplement the Private Sector Development Adjustment Credit approved in fiscal 1995.
1998,"ida—$70 million. The government’s efforts to accelerate structural reform, mainly in areas of trade liberalization, demonopolization and privatization, and banking, will be supported. Measures to mitigate the negative impact of utility price increases on poor households will be taken."
1998,"IDA (itf)—$39 million. Primary transport networks will be rehabilitated and key transport links with the rest of Europe reconstructed, and Republika Srpksa’s fiscal and trade reforms will be supported. Total cost: $184 million."
1998,"Investments: Investment securities are classified based on IBRD management’s intention on the date of purchase. Securities which management has the intention and ability to hold until maturity are included in the Held-to-maturity portfolio and reported at amortized cost. Securities designated for other postretirement benefits are carried and reported at market value or at their estimated fair values. The changes in the values of the securities designated for other postretirement benefits are included in the determination of net income. All other investment securities are held in a Trading portfolio and classified as an element of liquidity in the Statement of Cash Flows due to their nature and IBRD’s policies governing the level and use of such investments. Investment securities and related financial instruments held in IBRD’s Trading portfolio are carried and reported at market value. Unrealized gains and losses for financial instruments held in the Trading portfolio are included in income. Derivative instruments are used in liquidity management to take advantage of profitable trading opportunities and as a proxy for cash securities. These instruments include short-term, over-the-counter foreign exchange forwards, currency swaps, crosscurrency interest rate swaps, interest rate swaps, and exchange-traded futures and options on fixed income instruments. These"
1998,"IBRD uses derivatives in its borrowing and liability management activities to create synthetic debt instruments to take advantage of cost saving opportunities across capital markets and lower its funding costs, to delink the time at which its borrowing costs are fixed from the timing of the actual market borrowings, and to establish an appropriate match between the currency and interest rate characteristics of its assets and liabilities. These instruments include currency and interest rate swaps, swap spread-locks, foreign exchange forwards, exchange-traded futures and options. These derivatives are used to modify the interest rate and/or currency characteristics of the borrowing portfolio and are linked to the related borrowings at inception and remain so throughout the terms of their contracts. The interest component of these derivatives is recognized as an adjustment to the borrowing cost over the life of the derivative contract and included in Interest under Borrowing Expenses on the income statement. Upon termination, the change in the derivative’s market value is recorded as an adjustment to the carrying value of the underlying borrowing and recognized as an adjustment of the borrowing cost over the remaining life of the borrowing. In instances where the underlying borrowing is prepaid, the change in the associated derivative’s market value is recognized immediately as an adjustment to the cost of the underlying borrowing instrument and accordingly in the determination of net income. Currency swap payables and receivables are recorded on a historical cost basis and are separate items on the balance sheet. The notional principal on interest rate swaps is treated as an off-balance sheet item."
1998,"Futures and Forwards: Futures and forward contracts are contracts for delayed delivery of securities or money market instruments in which the seller agrees to make delivery at a specified future date of a specified instrument, at a specified price or yield. Futures contracts are traded on regulated United States and international exchanges. IBRD generally closes out most open positions in futures contracts prior to maturity. Therefore, cash receipts or payments are mostly limited to the change in market value of the futures contracts. Futures contracts generally entail daily settlement of the net cash margin."
1998,"Options: Options are contracts that allow the holder of the option the right, but not the obligation, to purchase or sell a financial instrument at a specified price within a specified period of time from or to the seller of the option. The purchaser of an option pays a premium at the outset to the seller of the option, who then bears the risk of an unfavorable change in the price of the financial instrument underlying the option. IBRD only invests in exchange-traded options. The initial price of an option contract is equal to the premium paid by the purchaser and is significantly less than the contract or notional amount. IBRD does not write uncovered option contracts."
1998,"Futures and Forwards: Futures and forward contracts are contracts for delayed delivery of securities or money market instruments in which the seller agrees to make delivery at a specified future date of a specified instrument, at a specified price or yield. Futures contracts are traded on regulated United States and international exchanges. IDA generally closes out most open positions in futures contracts prior to maturity. Therefore, cash receipts or payments are mostly limited to the change in market value of the futures contracts. Futures contracts generally entail daily settlement of the net cash margin."
1998,financial instrument underlying the option. IDA only invests in exchange-traded options. The initial price of an option contract is equal to the premium paid by the purchaser and is significantly less than the contract or notional amount. IDA does not write uncovered option contracts.
1998,"Rural development. Because the majority of the region’s poor live in rural areas, support for rural development remained high on the Bank’s agenda. In partnership with the government of Pakistan, the Asian Development Bank, and the Overseas Economic Cooperation Fund of Japan, Pakistan’s National Drainage Program was one"
1998,"At June 30,1998, of the uncalled capital, $102,563 million (58.6%) was callable from the member countries of IBRD that are also members of the Development Assistance Committee of the Organization for Economic Cooperation and Development. This amount was equal to 97.1% of IBRD’s outstanding borrowings after swaps at June 30,1998. The capital subscriptions of those countries and the callable amounts are set out below:"
1998,"Development Credits: IDA development credits have a significant grant element because of the concessional nature of IDA’s terms. Discounting IDA’s credits using the standard 10 percent discount rate of the Development Assistance Committee (DAC) of the Organization for Economic Cooperation and Development provides an estimate for the grant element of IDA credits. Using the 10 percent DAC discount rate indicates that the typical IDA credit contains a grant element of 75 percent to 80 percent of the nominal credit amount at the time the credit is committed. This grant element calculation considers interest rates, maturity structures and grace periods for the credits. It does not consider credit risk, portfolio seasoning, multilateral and sovereign credit preferences and other risks or indicators that would be relevant in calculating fair value. Estimating the impact of these factors is not practicable. However, the fair value of Development Credits outstanding is substantially lower than the $78,016 million reflected on the Statement of Sources and Applications of Development Resources at June 30,1998."
